"<1783681563441>" ,-0.30679977,0.46521753,0.21375479,0.8023436,2.7020245,-0.6965025,6.4420495
"<1783681563484>" ,-0.30965325,0.4673481,0.21336834,0.8001091,2.702251,-0.6969804,6.4410553
"<1783681563501>" ,-0.30988133,0.46684733,0.2138714,0.8001788,2.7022753,-0.6971722,6.4410057
"<1783681563535>" ,-0.30831587,0.46587318,0.21518493,0.8009987,2.702411,-0.6973022,6.44172
"<1783681563568>" ,-0.3072557,0.46697176,0.2149968,0.8008169,2.7027376,-0.6968478,6.4414744
"<1783681563601>" ,-0.30734697,0.46882266,0.21304545,0.8002217,2.7030501,-0.6962867,6.4411383
"<1783681563635>" ,-0.30847678,0.46818697,0.21205409,0.80042243,2.7030795,-0.6960758,6.440533
"<1783681563668>" ,-0.30890173,0.46879673,0.21236958,0.79981774,2.7030494,-0.6962074,6.4402633
"<1783681563701>" ,-0.3084218,0.46981388,0.21362182,0.7990723,2.7027736,-0.6965471,6.4404836
"<1783681563734>" ,-0.3103504,0.46613327,0.21586631,0.7998776,2.701823,-0.6972054,6.440284
"<1783681563769>" ,-0.31013042,0.4665805,0.21634431,0.799573,2.7015436,-0.6975195,6.4406247
"<1783681563801>" ,-0.30929956,0.47048852,0.21491814,0.7979878,2.7019393,-0.69717973,6.440702
"<1783681563834>" ,-0.3099563,0.46952227,0.21461247,0.79838425,2.7014015,-0.6971277,6.4407134
"<1783681563868>" ,-0.3097274,0.46954322,0.21486267,0.79839355,2.7009015,-0.6971069,6.4410872
"<1783681563902>" ,-0.30854252,0.47290376,0.21474482,0.7968991,2.7009203,-0.696661,6.441724
"<1783681563934>" ,-0.3080158,0.47124195,0.21601434,0.79774374,2.7001863,-0.69678783,6.442144
"<1783681563969>" ,-0.30717078,0.47015414,0.21703479,0.7984342,2.6995912,-0.6969366,6.442638
"<1783681564003>" ,-0.30634996,0.47309503,0.21706448,0.797003,2.6991868,-0.69699126,6.4432983
"<1783681564036>" ,-0.3063057,0.47562125,0.21683934,0.7955765,2.6990235,-0.6970271,6.443661
"<1783681564069>" ,-0.30582523,0.47787443,0.21643187,0.7945214,2.6989768,-0.6968491,6.4441395
"<1783681564102>" ,-0.30533275,0.4789917,0.2166848,0.79396886,2.6987777,-0.6968979,6.4445243
"<1783681564136>" ,-0.30499282,0.47933882,0.21703078,0.79379547,2.6985216,-0.69698805,6.4447994
"<1783681564170>" ,-0.30441597,0.48132178,0.2162656,0.79302555,2.6984954,-0.69682294,6.444927
"<1783681564202>" ,-0.3051264,0.48066688,0.21603967,0.7932113,2.6980274,-0.69664943,6.4448066
"<1783681564237>" ,-0.30610576,0.47999117,0.21602872,0.7932461,2.6976635,-0.6968833,6.4444656
"<1783681564270>" ,-0.3066403,0.48122895,0.21533225,0.7924787,2.697561,-0.69690424,6.4442472
"<1783681564303>" ,-0.3064234,0.48044926,0.21508928,0.79310143,2.6972163,-0.69666076,6.4440093
"<1783681564337>" ,-0.30524716,0.48027575,0.2151348,0.7936475,2.6969266,-0.69655657,6.4441805
"<1783681564370>" ,-0.3050333,0.47991288,0.21562783,0.79381543,2.6963768,-0.69660467,6.444195
"<1783681564403>" ,-0.30577186,0.47868493,0.21637031,0.79407066,2.695524,-0.6967804,6.4438987
