frame_idx,aperture,state
266,0.99637,OPEN
267,0.99699,OPEN
268,0.99835,OPEN
269,0.99916,OPEN
270,0.99837,OPEN
271,0.99867,OPEN
272,0.99620,OPEN
273,1.00000,OPEN
274,0.99808,OPEN
275,0.99869,OPEN
276,0.99976,OPEN
277,0.99762,OPEN
278,0.99524,OPEN
279,0.99627,OPEN
280,0.99575,OPEN
281,0.99633,OPEN
282,0.99723,OPEN
283,0.99733,OPEN
284,0.99531,OPEN
285,0.99554,OPEN
286,0.99427,OPEN
287,0.99604,OPEN
288,0.99916,OPEN
289,0.99947,OPEN
290,0.99987,OPEN
291,1.00000,OPEN
292,1.00000,OPEN
293,1.00000,OPEN
294,0.99959,OPEN
295,0.99996,OPEN
296,0.99989,OPEN
297,0.99966,OPEN
298,0.99896,OPEN
299,0.99863,OPEN
300,0.99763,OPEN
301,0.99760,OPEN
302,0.99725,OPEN
303,0.99739,OPEN
304,0.99751,OPEN
305,0.99850,OPEN
306,0.99815,OPEN
307,0.99735,OPEN
308,0.99641,OPEN
309,0.99620,OPEN
310,0.99700,OPEN
311,0.99628,OPEN
312,0.98217,OPEN
313,0.97766,OPEN
314,0.97912,OPEN
315,0.97912,OPEN
316,0.97880,OPEN
317,0.97890,OPEN
318,0.97886,OPEN
319,0.97869,OPEN
320,0.97835,OPEN
321,0.97845,OPEN
322,0.97865,OPEN
323,0.97985,OPEN
324,0.97966,OPEN
325,0.97928,OPEN
326,0.97871,OPEN
327,0.97990,OPEN
328,0.97996,OPEN
329,0.97981,OPEN
330,0.98009,OPEN
331,0.97988,OPEN
332,0.97930,OPEN
333,0.97918,OPEN
334,0.97816,OPEN
335,0.97902,OPEN
336,0.97881,OPEN
337,0.97921,OPEN
338,0.97920,OPEN
339,0.97893,OPEN
340,0.98024,OPEN
341,0.97942,OPEN
342,0.97966,OPEN
343,0.97961,OPEN
344,0.98008,OPEN
345,0.97956,OPEN
346,0.98000,OPEN
347,0.98025,OPEN
348,0.97977,OPEN
349,0.97931,OPEN
350,0.97982,OPEN
351,0.97974,OPEN
352,0.98036,OPEN
353,0.98078,OPEN
354,0.98046,OPEN
355,0.97978,OPEN
356,0.98004,OPEN
357,0.97948,OPEN
358,0.97953,OPEN
359,0.97985,OPEN
360,0.98015,OPEN
361,0.97961,OPEN
362,0.98092,OPEN
