"<1783681590522>" ,0.06192265,0.95781255,0.011626187,0.2804024,2.4436233,0.1534282,10.854527
"<1783681590564>" ,0.058798414,0.9580445,0.016724743,0.2800243,2.442957,0.1530326,10.858198
"<1783681590582>" ,0.05605705,0.9579505,0.01711652,0.28088346,2.4432862,0.15247035,10.858007
"<1783681590614>" ,0.05071363,0.95808697,0.01609891,0.28149316,2.4429364,0.15238523,10.859231
"<1783681590648>" ,0.04835342,0.9582379,0.01564954,0.28142005,2.4428525,0.15289146,10.861034
"<1783681590682>" ,0.047585998,0.9576294,0.017743025,0.28349027,2.4431348,0.1540171,10.863198
"<1783681590714>" ,0.049281895,0.95703155,0.018878294,0.2851412,2.44415,0.15565294,10.864835
"<1783681590748>" ,0.05235636,0.9566398,0.017912246,0.28596884,2.445606,0.1579413,10.865809
"<1783681590782>" ,0.053706337,0.95568025,0.016623354,0.2889888,2.4469254,0.16104674,10.866294
"<1783681590816>" ,0.052264772,0.9549158,0.014109363,0.29189894,2.447798,0.1650821,10.865654
"<1783681590849>" ,0.04931956,0.9551794,0.00972173,0.2917283,2.448455,0.16974574,10.863853
"<1783681590882>" ,0.04783034,0.9564159,0.0061249067,0.28799883,2.4493697,0.17492586,10.861646
"<1783681590914>" ,0.048199512,0.95735186,0.0062163323,0.28480786,2.4499874,0.18066831,10.860221
"<1783681590948>" ,0.048929926,0.9574026,0.00815249,0.2844637,2.4501765,0.18680723,10.859629
"<1783681590983>" ,0.049810074,0.95751673,0.009366503,0.2838889,2.449947,0.19268781,10.858463
"<1783681591015>" ,0.05054648,0.9574928,0.012466623,0.28372005,2.448893,0.19856882,10.858306
"<1783681591049>" ,0.050293565,0.9576234,0.018364506,0.28300288,2.447081,0.20444232,10.859061
"<1783681591083>" ,0.048847087,0.9586216,0.023989854,0.2794332,2.4445717,0.209969,10.859473
"<1783681591116>" ,0.046141893,0.95959073,0.030279623,0.2759342,2.4413028,0.21535583,10.860064
"<1783681591149>" ,0.04258065,0.96020997,0.03751337,0.27345282,2.437267,0.22086066,10.8612995
"<1783681591182>" ,0.0389046,0.9610671,0.042139743,0.2702974,2.4329782,0.22650546,10.861644
"<1783681591216>" ,0.036540728,0.96182096,0.045913324,0.26731455,2.428569,0.23194444,10.862183
"<1783681591250>" ,0.03238895,0.9611826,0.05071794,0.26927042,2.4235187,0.23756528,10.86351
"<1783681591284>" ,0.027277872,0.96026164,0.05209823,0.27283552,2.4182687,0.24326503,10.864183
"<1783681591316>" ,0.02244974,0.9601789,0.05085101,0.27380028,2.413482,0.24875402,10.8641615
"<1783681591350>" ,0.018319782,0.9606308,0.051569942,0.27238473,2.4088156,0.25429276,10.864227
"<1783681591383>" ,0.013399064,0.9602663,0.05404159,0.2734751,2.4042108,0.26060492,10.864674
"<1783681591416>" ,0.0094908485,0.9599292,0.056414247,0.27434137,2.4000888,0.2667318,10.864693
"<1783681591450>" ,0.0071992907,0.959468,0.05938829,0.2753948,2.396421,0.27288064,10.864381
"<1783681591484>" ,0.0062265694,0.95886564,0.06306812,0.2766951,2.3929098,0.27938023,10.863832
"<1783681591516>" ,0.0048403344,0.95782864,0.06740775,0.27927947,2.389264,0.2864997,10.8630295
"<1783681591551>" ,0.0035627652,0.9567784,0.070162,0.2822049,2.3859475,0.2940672,10.861595
"<1783681591583>" ,0.0025170112,0.9563549,0.07160489,0.28328726,2.3831465,0.30203056,10.859447
"<1783681591617>" ,0.0003120323,0.95597535,0.07393864,0.283979,2.3802218,0.31008744,10.857189
"<1783681591650>" ,-0.0031089815,0.9556145,0.076041654,0.28462064,2.3772814,0.31800628,10.8548355
"<1783681591684>" ,-0.004398837,0.9566416,0.0779164,0.28061807,2.37487,0.32559878,10.852351
"<1783681591717>" ,-0.0045709433,0.9582729,0.08247792,0.27365956,2.3727157,0.33258244,10.850512
"<1783681591751>" ,-0.0068605896,0.9589403,0.08808139,0.26949584,2.3701923,0.33910418,10.84976
"<1783681591785>" ,-0.0096051665,0.9587214,0.09297598,0.26854497,2.3673356,0.34522334,10.849918
"<1783681591817>" ,-0.011082202,0.9574721,0.09873432,0.27087992,2.3645732,0.3504132,10.85129
"<1783681591851>" ,-0.012477565,0.9555192,0.1020425,0.27643213,2.3619049,0.35466164,10.853037
"<1783681591885>" ,-0.014154135,0.9538174,0.10313085,0.28177294,2.3590114,0.35816544,10.855023
"<1783681591917>" ,-0.015679315,0.95212173,0.10506904,0.28666863,2.3564734,0.3609119,10.856741
"<1783681591951>" ,-0.018016988,0.9511675,0.10569621,0.28945467,2.3543766,0.36307698,10.857676
"<1783681591985>" ,-0.02064845,0.95159894,0.10414145,0.28842276,2.3530207,0.36483726,10.8577
"<1783681592018>" ,-0.022983048,0.95155555,0.10506501,0.28805405,2.351737,0.36638337,10.858218
"<1783681592052>" ,-0.023169018,0.95156264,0.10608875,0.28764006,2.3510513,0.36773625,10.859107
"<1783681592087>" ,-0.022437796,0.95165646,0.10662645,0.28718865,2.3515277,0.36861664,10.858992
"<1783681592118>" ,-0.023188807,0.9509917,0.10813262,0.28876358,2.3514123,0.36962983,10.85985
"<1783681592151>" ,-0.024109231,0.9503006,0.10916643,0.2905688,2.351191,0.3705426,10.861111
"<1783681592186>" ,-0.023822028,0.9506849,0.10915564,0.28933677,2.3521392,0.37092704,10.860937
"<1783681592219>" ,-0.023270007,0.9509952,0.10896823,0.28843108,2.3529208,0.3711936,10.861263
"<1783681592252>" ,-0.023009295,0.95032674,0.10901558,0.29062897,2.3534555,0.37135428,10.862163
"<1783681592286>" ,-0.021327773,0.9510498,0.10609111,0.2894719,2.3550541,0.37092248,10.861535
"<1783681592318>" ,-0.01948651,0.95216763,0.10267743,0.28714874,2.3565526,0.37052563,10.861161
